Index,Name,ICD-10 Chapter,ICD-10 Chapter (short),Colour,"AUC Female, (no gap)","AUC Male, (no gap)","AUC Female, (1 year gap)","AUC Male, (1 year gap)","N tokens, training","N tokens, validation"
787,M14 Arthropathies in other diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.852036232366767,0.846639483991542,0.838167036001081,0.882739741944495,230,47
788,M15 Polyarthrosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.78056167527925,0.782066640780344,0.766259117256863,0.763968061496232,11039,2816
789,M16 Coxarthrosis [arthrosis of hip],XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.69786632059617,0.703187512975763,0.663019272115477,0.672681853201511,19626,4982
790,M17 Gonarthrosis [arthrosis of knee],XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.729840344844935,0.716964992287489,0.71001384832168,0.689599789203915,34172,8593
791,M18 Arthrosis of first carpometacarpal joint,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.762142390116609,0.757823944670827,0.721199581047637,0.730903086707241,2126,529
792,M19 Other arthrosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.65577807082513,0.664271138679893,0.631765869210715,0.639116636018587,66676,16731
793,M20 Acquired deformities of fingers and toes,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.637776662434571,0.710039647015639,0.622004437483251,0.669781169389351,17410,4369
794,M21 Other acquired deformities of limbs,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.747157355927645,0.755950705665857,0.715645543775405,0.717601986238057,4198,1097
795,M22 Disorders of patella,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.642101536436355,0.750151619035967,0.641166217847759,0.719367001302426,2641,669
796,M23 Internal derangement of knee,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.694101705276363,0.664059394594387,0.668823318357542,0.629908288332434,18597,4660
797,M24 Other specific joint derangements,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.763763791345683,0.70902217132919,0.737063534637018,0.687208340164233,4092,1002
798,"M25 Other joint disorders, not elsewhere classified",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.769265333838859,0.758151912781354,0.743603770818241,0.730733902933907,72052,18018
799,M30 Polyarteritis nodosa and related conditions,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.919605597372241,0.979062734365541,0.882019725176423,0.82743592243613,159,42
800,M31 Other necrotising vasculopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.692169609656775,0.661387198017411,0.630518491211792,0.593138590820016,1435,347
801,M32 Systemic lupus erythematosus,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.773647834219625,0.806945068442521,0.741626719040634,0.697751772814293,833,190
802,M33 Dermatopolymyositis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.580207610033809,0.679913141603125,0.525003614003869,0.728452772571283,198,59
803,M34 Systemic sclerosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.751810765530123,0.812974347527309,0.741229492316363,0.809387769779354,359,80
804,M35 Other systemic involvement of connective tissue,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.673476756146601,0.653326709664335,0.661094099341452,0.595784740002814,5244,1305
805,M36 Systemic disorders of connective tissue in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.991324801918472,0.959202214262768,0.99222555992713,0.841441837778594,46,5
806,M40 Kyphosis and lordosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.831061187042482,0.812136116963203,0.75089411208019,0.753849901557396,700,169
807,M41 Scoliosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.753475755117527,0.779835476669652,0.719771895264445,0.715912868138827,3129,804
808,M42 Spinal osteochondrosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.755257368807001,0.639725356032396,0.7628426628636,0.636360863723643,140,42
809,M43 Other deforming dorsopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.773337135175215,0.73843935365033,0.74017920442237,0.697454053922853,5060,1205
810,M45 Ankylosing spondylitis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.684304940712691,0.656334577126419,0.689602695819606,0.646578097439322,1675,366
811,M46 Other inflammatory spondylopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.793595716980486,0.793595764515588,0.752521164511029,0.726104082545423,3736,892
812,M47 Spondylosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.734650049039267,0.725667398344592,0.698173234718512,0.699334255115714,26735,6677
813,M48 Other spondylopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.716861087900385,0.692326900432668,0.675375362282826,0.653704012414289,12178,2946
814,M49 Spondylopathies in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.756407057526951,0.830944645821356,0.586295368139427,0.618273235414915,257,63
815,M50 Cervical disk disorders,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.791599570606679,0.7757112821252,0.748804835755213,0.699308950254239,3662,909
816,M51 Other intervertebral disk disorders,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.693056972952264,0.684981236792507,0.656923856007841,0.639384490086331,20905,5158
817,"M53 Other dorsopathies, not elsewhere classified",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.793256013940703,0.784972581720603,0.762218006130101,0.760184569253106,5169,1281
818,M54 Dorsalgia,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.743825948606717,0.724450869342173,0.716528687629449,0.701774542357178,61773,15460
819,M60 Myositis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.726285488319092,0.762803545514168,0.672331994770265,0.724829893018567,439,119
820,M61 Calcification and ossification of muscle,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.349249063726853,0.776757479808582,0.506463243046839,0.782810629496512,70,14
821,M62 Other disorders of muscle,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.7873959290014,0.783031057178226,0.743502115528011,0.734465198786006,3849,984
822,M63 Disorders of muscle in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,,,,,4,1
823,M65 Synovitis and tenosynovitis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.735630785430833,0.728528702312318,0.709366188104747,0.686023573424355,15514,3845
824,M66 Spontaneous rupture of synovium and tendon,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.709478134248062,0.656878198826299,0.660024686974608,0.590444651971242,1157,286
825,M67 Other disorders of synovium and tendon,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.721597157358697,0.712581416059762,0.705095683079052,0.692100471295278,9640,2410
826,M68 Disorders of synovium and tendon in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,,,,,5,0
827,"M70 Soft tissue disorders related to use, overuse and pressure",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.797502719978827,0.770112724107319,0.768927881432538,0.75876877639841,13353,3352
828,M71 Other bursopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.736779221788833,0.717742433918819,0.69343297960842,0.662692697441512,2847,657
829,M72 Fibroblastic disorders,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.769117041818842,0.707830229952289,0.742694325507563,0.693119131406772,19730,4863
830,M73 Soft tissue disorders in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,,,,,0,1
831,M75 Shoulder lesions,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.710646554092566,0.72823579984605,0.700191446111906,0.690869690491447,27496,6837
832,"M76 Enthesopathies of lower limb, excluding foot",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.797093832540308,0.805187090296178,0.782271459496808,0.792455346647897,6513,1634
833,M77 Other enthesopathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.800544431366891,0.810134308350986,0.797500524245731,0.814574952151189,26428,6608
834,"M79 Other soft tissue disorders, not elsewhere classified",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.785678524898827,0.786433740866745,0.758903845577017,0.75509356403129,69483,17443
835,M80 Osteoporosis with pathological fracture,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.721637389298814,0.714844460746019,0.666354846348537,0.639070343188102,1710,399
836,M81 Osteoporosis without pathological fracture,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.659827891852343,0.747522618537622,0.631736611451495,0.711478456110839,18176,4401
837,M82 Osteoporosis in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.5794722763236,0.713805809523702,0.540343246109118,0.704536850191565,160,25
838,M83 Adult osteomalacia,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.633406704067036,0.811938076614349,0.522213507507516,0.679673386034373,95,25
839,M84 Disorders of continuity of bone,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.752342267300507,0.729469112041545,0.733646165564018,0.705026523199507,3157,793
840,M85 Other disorders of bone density and structure,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.734192695749049,0.775926022041223,0.701741240260447,0.745198785991173,11615,2881
841,M86 Osteomyelitis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.827981437265579,0.82726791361308,0.779474190391712,0.754848715101572,2089,503
842,M87 Osteonecrosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.666231553497265,0.746612585365822,0.628593962079472,0.720076299300177,842,237
843,M88 Paget's disease of bone [osteitis deformans],XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.65677516856727,0.639230454070422,0.622032431804589,0.656728186001932,431,114
844,M89 Other disorders of bone,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.667922938738622,0.702162533316726,0.650376079801125,0.663294808339743,4391,1070
845,M90 Osteopathies in diseases classified elsewhere,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.823667033517832,0.83394249438772,0.713711103829576,0.701645354754831,641,155
846,M91 Juvenile osteochondrosis of hip and pelvis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.546192702984197,0.543015117576548,0.528417116602468,0.674679482789388,166,43
847,M92 Other juvenile osteochondrosis,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.606314429035971,0.767527818602102,0.59987421169121,0.725572244078707,550,135
848,M93 Other osteochondropathies,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.628494503461914,0.64738159731873,0.629366220422765,0.657570946206819,695,171
849,M94 Other disorders of cartilage,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.764126779438663,0.787468055043039,0.746330180719607,0.820498090100164,2256,543
850,M95 Other acquired deformities of musculoskeletal system and connective tissue,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.742563689673329,0.734697694258159,0.72134379317205,0.699364136121291,1808,442
851,"M96 Postprocedural musculoskeletal disorders, not elsewhere classified",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.857622098087512,0.897046399148959,0.815922121545253,0.819526735548048,818,212
852,"M99 Biomechanical lesions, not elsewhere classified",XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4,0.846854486269593,0.768945697608811,0.789484472880539,0.737808961539284,373,90
853,N00 Acute nephritic syndrome,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,0.838091797874048,0.995832238844469,0.844623059196429,0.919873928422189,227,60
854,N01 Rapidly progressive nephritic syndrome,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,,0.996377461865342,,0.66331621662882,12,5
855,N02 Recurrent and persistent haematuria,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,0.687941962713822,0.733353337670421,0.639962007167136,0.693007171251535,1183,290
856,N03 Chronic nephritic syndrome,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,0.930864526675058,0.887155576117204,0.889996851793742,0.866503058500565,1025,248
857,N04 Nephrotic syndrome,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,0.875963361201134,0.865009800456589,0.732342919673792,0.783161444841246,326,103
